Company	Full address	Street	City	State	Code
Gale Shoe Manufacturing Company	,Haverhill,MA		Haverhill	MA	6
Galland Brothers	101 Wooster street,New York,NY	101 Wooster street	New York	NY	6
Galloway Coal Company	,Memphis,TN		Memphis	TN	6
Gardner & Lacey Lumber Company	,Georgetown,SC		Georgetown	SC	6
Geo. C. Mansfield Company	,Johnson Creek,WI		Johnson Creek	WI	6
Geo. D. Emery Company	11 Broadway,Chelsea,MA	11 Broadway	Chelsea	MA	6
Geo. D. Mayo Machine Company	,Laconia,NH		Laconia	NH	6
Geo. E. Keith Company	Campello,Brockton,MA	Campello	Brockton	MA	6
Geo. G. Snow Company	102 Lincoln street,Brockton,MA	102 Lincoln street	Brockton	MA	6
Geo. H. Stahl	114 Sixth avenue South,Quincy,IL	114 Sixth avenue South	Quincy	IL	6
Geo. P. Ide & Company	,Troy,NY		Troy	NY	6
George A. Haws	73 Pine street,New York,NY	73 Pine street	New York	NY	6
George C. Hetsel Company	,Chester,PA		Chester	PA	6
George D. Barnard & Company	Vandeventer and Laclede avenues,St Louis,MO	Vandeventer and Laclede avenues	St Louis	MO	6
George H. Friend Paper and Tablet Company	,West Carrollton,OH		West Carrollton	OH	6
George M. Newhall Engineering Company Ltd	136 South Fourth street,Philadelphia,PA	136 South Fourth street	Philadelphia	PA	6
George V. Cresson Company	Allegheny avenue,Philadelphia,PA	Allegheny avenue	Philadelphia	PA	6
Geuder & Paeschke Manufacturing Company	Fifteenth street and St Paul avenue,Milwaukee,WI	Fifteenth street and St Paul avenue	Milwaukee	WI	6
Gillie Engine and Machine Company	Tonawapda street,Tonawanda,NY	Tonawapda street	Tonawanda	NY	6
Girard Lumber Company	7 State street,Menominee,MI	7 State street	Menominee	MI	6
Globe Iron Works	corner Main and Commerce streets,Stockton,CA	corner Main and Commerce streets	Stockton	CA	6
Golding Manf'g Company	183 Fort Hill square,Boston,MA	183 Fort Hill square	Boston	MA	6
Goodell-Pratt Company	,Greenfield,MA		Greenfield	MA	6
Goodspeed Machine Company	,Winchendon,MA		Winchendon	MA	6
Gordon Battery Company	439 East One Hundred and Forty-fourth street,New York,NY	439 East One Hundred and Forty-fourth street	New York	NY	6
Gorham Manufacturing Company	Fifth avenue and Thirty-sixth street,New York,NY	Fifth avenue and Thirty-sixth street	New York	NY	6
Gould Manufacturing Company	,Oshkosh,WI		Oshkosh	WI	6
Graf-Morsbach Company	,Cincinnati,OH		Cincinnati	OH	6
Granby Mining and Smelting Company	,St Louis,MO		St Louis	MO	6
Grand Rapids Brass Company	,Grand Rapids,MI		Grand Rapids	MI	6
Grand Rapids Brush Company	,Grand Rapids,MI		Grand Rapids	MI	6
Grand Rapids Engraving Company	Commerce street and Weathly avenue,Grand Rapids,MI	Commerce street and Weathly avenue	Grand Rapids	MI	6
Grand Rapids Hand Screw Company	South Ionia and Bartlett streets,Grand Rapids,MI	South Ionia and Bartlett streets	Grand Rapids	MI	6
Grand Rapids Refrigerator Company	,Grand Rapids,MI		Grand Rapids	MI	6
Granite Mills	,Fall River,MA		Fall River	MA	6
Graniteville Manufacturing Company	,Augusta,GA		Augusta	GA	6
Gray & Dudley Hardware Company	221-225 Second avenue North and 222-226 Third avenue North,Nashville,TN	221-225 Second avenue North and 222-226 Third avenue North	Nashville	TN	6
Grays Harbor Commercial Company	237 California street,San Francisco,CA	237 California street	San Francisco	CA	6
Greeley Printery of St Louis	618-622 North Second street,St Louis,MO	618-622 North Second street	St Louis	MO	6
Green’s Car Wheel Manufacturing Company	3018 North Broadway,St Louis,MO	3018 North Broadway	St Louis	MO	6
Grieb Rubber Company Inc	531 Market street,Philadelphia,PA	531 Market street	Philadelphia	PA	6
Griggs Cooper & Company	,St Paul,MN		St Paul	MN	6
Groebe-McGovern Company	78-81 Clinton street,Newark,NJ	78-81 Clinton street	Newark	NJ	6
H-O (Hornby's Oatmeal) Company	,Buffalo,NY		Buffalo	NY	6
H. B. Underwood & Company	1025 Hamilton street,Philadelphia,PA	1025 Hamilton street	Philadelphia	PA	6
H. B. Wiggin’s Sons Company	,Bloomfield,NJ		Bloomfield	NJ	6
H. Belfield & Company	435 North Broad street,Philadelphia,PA	435 North Broad street	Philadelphia	PA	6
H. Bickford & Company	,Lakeport,NH		Lakeport	NH	6
H. C. Curtis & Company	421-425 River street,Troy,NY	421-425 River street	Troy	NY	6
H. E. Holmes & Company	738 Folsom street,San Francisco,CA	738 Folsom street	San Francisco	CA	6
H. H. Franklin Manufacturing Company	400 South Geddes street,Syracuse,NY	400 South Geddes street	Syracuse	NY	6
H. J. Armstrong & Company	302 Dearborn street,Chicago,IL	302 Dearborn street	Chicago	IL	6
H. Rosenblatt & Sons	,Beloit,WI		Beloit	WI	6
Hall & Carpenter	518-520 Race street,Philadelphia,PA	518-520 Race street	Philadelphia	PA	6
Hall's Safe Company	Spring Grove avenue,Cincinnati,OH	Spring Grove avenue	Cincinnati	OH	6
Hamburg Cordovan Leather Works	119 Sussex avenue,Newark,NJ	119 Sussex avenue	Newark	NJ	6
Hamburger Cotton Mills	,Columbus,GA		Columbus	GA	6
Hapgood Plow Company	102 Henry street,Alton,IL	102 Henry street	Alton	IL	6
Harrisburg Manufacturing and Boiler Company	Nineteenth and Derry streets,Harrisburg,PA	Nineteenth and Derry streets	Harrisburg	PA	6
Harrison & Gore Silk Company	,Newburgh,NY		Newburgh	NY	6
Harrow Spring Company	,Kalamazoo,MI		Kalamazoo	MI	6
Hart Mirror Plate Company	,Grand Rapids,MI		Grand Rapids	MI	6
Hartmann Brothers Manufacturing Company	428 West Lincoln avenue,Mount Vernon,NY	428 West Lincoln avenue	Mount Vernon	NY	6
Hassett & Hodge	,Amesbury,MA		Amesbury	MA	6
Hawes Von Gal Company Inc	,Danbury,CT		Danbury	CT	6
Hazen B. Goodrich & Company	,Haverhill,MA		Haverhill	MA	6
Headley & Farmer Company	,Newark,NJ		Newark	NJ	6
Heath & Milligan Manufacturing Company	170 Randolph street,Chicago,IL	170 Randolph street	Chicago	IL	6
Heine Safety Boiler Company	421 Olive street,St Louis,MO	421 Olive street	St Louis	MO	6
Helvetia Milk Condensing Company	,Highland,IL		Highland	IL	6
Henderson Cotton Mills	,Henderson,AL		Henderson	AL	6
Hendricks Brothers	49 Cliff street,New York,NY	49 Cliff street	New York	NY	6
Hennessey & Thomson	998 Western avenue,Lynn,MA	998 Western avenue	Lynn	MA	6
Henry Gaus & Sons Manufacturing Company	2100 North Main street,St Louis,MO	2100 North Main street	St Louis	MO	6
Henry Holmes	,Troy,NY		Troy	NY	6
Henry Weinhagen	22 North William street,New York,NY	22 North William street	New York	NY	6
Herman A. Meta	122 Hudson street,New York,NY	122 Hudson street	New York	NY	6
Hero Fruit Jar Company	Gaul and Adams streets,Philadelphia,PA	Gaul and Adams streets	Philadelphia	PA	6
Heroy & Marrenner	2276 Lumber street,Chicago,IL	2276 Lumber street	Chicago	IL	6
Herron Pump and Foundry Company	808-838 Boyce street,Chattanooga,TN	808-838 Boyce street	Chattanooga	TN	6
Hersey Manufacturing Company	314 West Second street,South Boston,MA	314 West Second street	South Boston	MA	6
Heywood Manufacturing Company	420 North Third street,Minneapolis,MN	420 North Third street	Minneapolis	MN	6
Hie Michigan Barrel Company	,Grand Rapids,MI		Grand Rapids	MI	6
Hilliard & Tabor	262 Winter street,Haverhill,MA	262 Winter street	Haverhill	MA	6
Hodell Furniture Company	,Shelbyville,IN		Shelbyville	IN	6
Hoffman-Ahlers Company Inc	828-830 East Pearl street,Cincinnati,OH	828-830 East Pearl street	Cincinnati	OH	6
Hollister Amos & Company	61 Blackhawk street,Oshkosh,WI	61 Blackhawk street	Oshkosh	WI	6
Holmes & Blanchard Company	33 Washington street North,Boston,MA	33 Washington street North	Boston	MA	6
Holt-Granite Manufacturing Company	,Haw River,NC		Haw River	NC	6
Holyoke Steam Boiler Works Inc	,Holyoke,MA		Holyoke	MA	6
Horlick’s Malted Milk Company	,Racine,WI		Racine	WI	6
Houchin & Huber	35-45 Fifty-third street,Brooklyn,NY	35-45 Fifty-third street	Brooklyn	NY	6
Howland Croft Sons & Company	,Camden,NJ		Camden	NJ	6
Hundley Dry Goods Company	202 North Fourth street,St Joseph,MO	202 North Fourth street	St Joseph	MO	6
Hunter Arms Company	,Fulton,NY		Fulton	NY	6
Hutchens & Potter	,Johnstown,NY		Johnstown	NY	6
Hutchings-Votey Organ Company	corner Albany and Pacific streets,Cambridge ,MA	corner Albany and Pacific streets	Cambridge 	MA	6
Hygeia Distilled Water Company	349 We9t Twelfth street,New York,NY	349 We9t Twelfth street	New York	NY	6
Hylo Lamp Company	Rowland and State streets,Detroit,MI	Rowland and State streets	Detroit	MI	6
I. M. Darnell & Son Company	,Memphis,TN		Memphis	TN	6
I. P. Morris Company	Beach and Ball streets,Philadelphia,PA	Beach and Ball streets	Philadelphia	PA	6
Illinois Brick Company	138 Washington street,Chicago,IL	138 Washington street	Chicago	IL	6
Illinois-Pacific Glass Company	10 Main street,San Francisco,CA	10 Main street	San Francisco	CA	6
Indeliba Manufacturing Company	45 Exchange street,Rochester,NY	45 Exchange street	Rochester	NY	6
Ingersoll-Rand Company	11 Broadway,New York,NY	11 Broadway	New York	NY	6
International Shirt and Collar Company	20 River street,Troy,NY	20 River street	Troy	NY	6
Ivins Dietz & Metzger Company	1220 Market street,Philadelphia,PA	1220 Market street	Philadelphia	PA	6
J. & P. Coats Ltd	,Pawtucket,RI		Pawtucket	RI	6
J. A. Bel Lumber Company Ltd	,Lake Charles,LA		Lake Charles	LA	6
J. B. Colt Company	21 Barclay street,New York,NY	21 Barclay street	New York	NY	6
J. B. Wise	,Watertown,NY		Watertown	NY	6
J. D. Connell Iron Works Company	120j South Peters street,New Orleans,LA	120j South Peters street	New Orleans	LA	6
J. E. Lonergan & Company	211 Race street,Philadelphia,PA	211 Race street	Philadelphia	PA	6
J. E. Tilt Shoe Company	17 Huron street,Chicago,IL	17 Huron street	Chicago	IL	6
J. G. Brill Company	,Philadelphia,PA		Philadelphia	PA	6
J. H. Michener & Company	956 North Front street,Philadelphia,PA	956 North Front street	Philadelphia	PA	6
J. H. Winchell & Company Incorporated	,Haverhill,MA		Haverhill	MA	6
J. L. Clark	,Oshkosh,WI		Oshkosh	WI	6
J. L. Strassel	503-505 Third street,Louisville,KY	503-505 Third street	Louisville	KY	6
J. M. Jones' Sons	,Watervliet,NY		Watervliet	NY	6
J. N. Struck & Bro. Inc	,Louisville,KY		Louisville	KY	6
J. P. Paulson	Fifteenth and Wynkoop streets,Denver,CO	Fifteenth and Wynkoop streets	Denver	CO	6
J. R. Johnson & Company	,Richmond,VA		Richmond	VA	6
J. S. McDonald Company	601 Irving Park boulevard,Chicago,IL	601 Irving Park boulevard	Chicago	IL	6
J. S. Moyer & Company	,Bethlehem,PA		Bethlehem	PA	6
J. Thompson & Sons Manufacturing Company	,Beloit,WI		Beloit	WI	6
J. Wood & Brothers Company	,Conshohocken,PA		Conshohocken	PA	6
J. WV Miller Company	,Freeport,IL		Freeport	IL	6
J. WV Paxson Company	1021 North Delaware avenue,Philadelphia,PA	1021 North Delaware avenue	Philadelphia	PA	6
Jacob K. Altemus	2824 North Fourth street,Philadelphia,PA	2824 North Fourth street	Philadelphia	PA	6
James & Graham Wagon Company	,Memphis,TN		Memphis	TN	6
James Barker	Sixth and Cayuga streets,Philadelphia,PA	Sixth and Cayuga streets	Philadelphia	PA	6
James Leffel & Company	,Springfield,OH		Springfield	OH	6
James McKay Company Inc	508 Germania Bank building,Pittsburgh,PA	508 Germania Bank building	Pittsburgh	PA	6
Jas. Clark Jr. & Company	313 West Main street,Louisville,KY	313 West Main street	Louisville	KY	6
Jewell Belting Company	,Hartford,CT		Hartford	CT	6
John Brennan & Company Inc	Twenty-fourth street,Detroit,MI	Twenty-fourth street	Detroit	MI	6
John E. Thropp's Sons Company	,Trenton,NJ		Trenton	NJ	6
John L. Whiting & Son Company	690 to 710 Harrison avenue,Boston,MA	690 to 710 Harrison avenue	Boston	MA	6
John Schaber	305 Spring street,Cleveland,OH	305 Spring street	Cleveland	OH	6
John Sommer's Son	355 Central avenue,Newark,NJ	355 Central avenue	Newark	NJ	6
John T. Bailey & Company	South Water and Tasker streets,Philadelphia,PA	South Water and Tasker streets	Philadelphia	PA	6
John T. Moore Planting Company Ltd	,Schriever,LA		Schriever	LA	6
John Williams Manufacturing Company	Twelfth and Carpenter streets,Philadelphia,PA	Twelfth and Carpenter streets	Philadelphia	PA	6
John WV Russ Company	,Haverhill,MA		Haverhill	MA	6
John Wyeth & Brother Inc	South Eleventh street,Philadelphia,PA	South Eleventh street	Philadelphia	PA	6
Jones & Lamson Machine Company	,Springfield,VT		Springfield	VT	6
Jones & Laughlin Steel Company	,Pittsburgh,PA		Pittsburgh	PA	6
Jos. McWilliams & Company	323 West Main street,Louisville,KY	323 West Main street	Louisville	KY	6
Jos. WV Moon Buggy Company	Main and Douglass streets,St Louis,MO	Main and Douglass streets	St Louis	MO	6
Joseph H. Bromley	Lehigh avenue and Lawrence street,Philadelphia,PA	Lehigh avenue and Lawrence street	Philadelphia	PA	6
Joseph Knittel Show Case Company	319-339 North Third street,Quincy,IL	319-339 North Third street	Quincy	IL	6
Joshua Hendy Machine Works	38 Fremont street,San Francisco,CA	38 Fremont street	San Francisco	CA	6
Julius Bien & Company	140 Sixth avenue,New York,NY	140 Sixth avenue	New York	NY	6
Julius Kayser & Company	524-528 Broadway,New York,NY	524-528 Broadway	New York	NY	6
Kabo Corset Company	696 Broadway ,New York,NY	696 Broadway 	New York	NY	6
Kaestner & Company Inc	241 Jefferson street,Chicago,IL	241 Jefferson street	Chicago	IL	6
Kalamazoo Knitting Company	Fourth and Fowler streets,Milwaukee,WI	Fourth and Fowler streets	Milwaukee	WI	6
Kalamazoo Paper Company	,Kalamazoo,MI		Kalamazoo	MI	6
Kaukauna Fibre Company	,Kaukauna,WI		Kaukauna	WI	6
Kaul Lumber Company	,Birmingham,AL		Birmingham	AL	6
Kelley Mails & Company Inc	Lake street bridge,Chicago,IL	Lake street bridge	Chicago	IL	6
Kelly Foundry and Machine Company	,Goshen,IN		Goshen	IN	6
Kemp & Burpee Manufacturing Company	1117 West Fayette street,Syracuse,NY	1117 West Fayette street	Syracuse	NY	6
Kentucky Refining Company	2001-2033 Shelby street,Louisville,KY	2001-2033 Shelby street	Louisville	KY	6
Kerr Murray Manufacturing Company	,Fort Wayne,IN		Fort Wayne	IN	6
Kertscher & Company	13 Lawrence street,New York,NY	13 Lawrence street	New York	NY	6
Keystone Farm Machine Company	,York,PA		York	PA	6
Keystone Lubricating Company	Twentieth street and Allegheny avenue,Philadelphia,PA	Twentieth street and Allegheny avenue	Philadelphia	PA	6
Keystone Type Foundry	Ninth and Spruce streets,Philadelphia,PA	Ninth and Spruce streets	Philadelphia	PA	6
Kilboume Manufacturing Company	,Troy,NY		Troy	NY	6
Kimball & Storer Company	14 South Fifth street,Minneapolis,MN	14 South Fifth street	Minneapolis	MN	6
Kimball Bros. & Sprague	157 Centre street,Brockton,MA	157 Centre street	Brockton	MA	6
Kimberly & Clark Company	,Neenah,WI		Neenah	WI	6
Kindi Car Track Company	135 Adams street,Chicago,IL	135 Adams street	Chicago	IL	6
King Iron Works	,Buffalo,NY		Buffalo	NY	6
Kingery Manufacturing Company	106-108 East Pearl street,Cincinnati,OH	106-108 East Pearl street	Cincinnati	OH	6
Kitson Machine Shop	,Lowell,MA		Lowell	MA	6
Knowlton Brothers	,Watertown,NY		Watertown	NY	6
Knoxville Furniture Company	,Knoxville,TN		Knoxville	TN	6
Knoxville Woolen Mills	,Knoxville,TN		Knoxville	TN	6
Kny-Scheerer Company	225 Fourth avenue,New York,NY	225 Fourth avenue	New York	NY	6
Kokomo Steel and Wire Company	,Kokomo,IN		Kokomo	IN	6
Krohn Fechheimer & Company	818 Sycamore street,Cincinnati,OH	818 Sycamore street	Cincinnati	OH	6
L. J. Wing Manufacturing Company	136 Liberty street,New York,NY	136 Liberty street	New York	NY	6
L. L. Dean & Company	,Amsterdam,NY		Amsterdam	NY	6
L. WV Ott Manufacturing Company	Morris street and Capitol avenue,Indianapolis,IN	Morris street and Capitol avenue	Indianapolis	IN	6
La Follette Coal	Iron and Railway Company,La Follette,TN	Iron and Railway Company	La Follette	TN	6
La Porte Carriage Company	,La Porte,IN		La Porte	IN	6
Laclede Fire Brick Manufacturing Company	Manchester and Sulphur avenues,St Louis,MO	Manchester and Sulphur avenues	St Louis	MO	6
Laird Norton Company	,Winona,MN		Winona	MN	6
Lamb Wire Fence Company	,Adrian,MI		Adrian	MI	6
Lambertville Spoke Manufacturing Company	202 North Union street,Lambertville,NJ	202 North Union street	Lambertville	NJ	6
Land Log and Lumber Company	456 Jefferson street,Milwaukee,WI	456 Jefferson street	Milwaukee	WI	6
Landers Frary & Clark	,New Britain,CT		New Britain	CT	6
Lanpher Skinner & Company	174-184 East Fourth street,St Paul,MN	174-184 East Fourth street	St Paul	MN	6
Larkin & Scheffer Chemical Company	109 St George street,St Louis,MO	109 St George street	St Louis	MO	6
Latrobe Steel Company	1200 Girard building,Philadelphia,PA	1200 Girard building	Philadelphia	PA	6
Laurel Cotton Mills	,Laurel,MS		Laurel	MS	6
Lazell Dailey & Company	12 Duane street,New York,NY	12 Duane street	New York	NY	6
Lehigh Portland Cement Company	,Allentown,PA		Allentown	PA	6
Leonard Krower	536-538 Canal street,New Orleans,LA	536-538 Canal street	New Orleans	LA	6
Levor & New	,Gloversville,NY		Gloversville	NY	6
Lilly Carriage Company	,Memphis,TN		Memphis	TN	6
Lock Haven Silk Company	,Lock Haven,PA		Lock Haven	PA	6
Lock Moore & Company Ltd	,Westlake,LA		Westlake	LA	6
Lockhart Mills	,Lockhart,SC		Lockhart	SC	6
Longmead Iron Company	434 Drexel building,Philadelphia,PA	434 Drexel building	Philadelphia	PA	6
Lookout Mountain Iron Company	,Battelle,AL		Battelle	AL	6
Louis B. Prahar	124 Pearl street,Brooklyn,NY	124 Pearl street	Brooklyn	NY	6
Louisiana Irrigation and Mill Company	,Crowley,LA		Crowley	LA	6
Louisville Cotton Mills Company	1008 Goss avenue,Louisville,KY	1008 Goss avenue	Louisville	KY	6
Louisville Silvering and Beveling Company	Webster and Washington streets,Louisville,KY	Webster and Washington streets	Louisville	KY	6
Lovell & Buffington Tobacco Company	229 Scott street,Covington,KY	229 Scott street	Covington	KY	6
Luddy & Currier	,Lynn,MA		Lynn	MA	6
Lyon & Healy	199 Wabash avenue,Chicago,IL	199 Wabash avenue	Chicago	IL	6
M. A. Hunt & Company	Fairmount,Cincinnati,OH	Fairmount	Cincinnati	OH	6
M. B. Shantz Company	,Rochester,NY		Rochester	NY	6
M. D. Wells Company	,Chicago,IL		Chicago	IL	6
M. H. Treadwell & Company of Pa.	,Lebanon,PA		Lebanon	PA	6
M. Hartley Company	313 Broadway,New York,NY	313 Broadway	New York	NY	6
M. N. Arnold Company	,North Abington,MA		North Abington	MA	6
M. S. Benedict Manufacturing Company	,East Syracuse,NY		East Syracuse	NY	6
M. Winter Lumber Company	,Sheboygan,WI		Sheboygan	WI	6
Mackintosh Hemphill & Company	Twelfth and Etna streets,Pittsburgh,PA	Twelfth and Etna streets	Pittsburgh	PA	6
Macomber & Whyte Rope Company	19 South Canal street,Chicago,IL	19 South Canal street	Chicago	IL	6
Maddox Table Company	,Jamestown,NY		Jamestown	NY	6
Main Belting Company	1219 Carpenter street,Philadelphia,PA	1219 Carpenter street	Philadelphia	PA	6
Main Jellico Mountain Coal Company	,Kensee,KY		Kensee	KY	6
Manistee Lumber Company	,Manistee,MI		Manistee	MI	6
Manufacturers' Automatic Sprinkler Company	56 Liberty street,New York,NY	56 Liberty street	New York	NY	6
Manufacturers' Commercial Company	299 Broadway,New York,NY	299 Broadway	New York	NY	6
Marseilles Manufacturing Company	,Marseilles,IL		Marseilles	IL	6
Marshall-Jackson Company	144-146 Monroe street,Chicago,IL	144-146 Monroe street	Chicago	IL	6
Mason Machine Works	,Taunton,MA		Taunton	MA	6
Massee & Felton Lumber Company	,Macon,GA		Macon	GA	6
Mayfield Woolen Mills Clothing Company	1492-1498 Story avenue,Louisville,KY	1492-1498 Story avenue	Louisville	KY	6
